ID,Title,website,seniorly_url,normalized_types,Slug
,Via Elegante Vineyard,https://www.seniorly.com/assisted-living/arizona/tucson/via-elegante-vineyard,https://www.seniorly.com/assisted-living/arizona/tucson/via-elegante-vineyard,"Assisted Living Community, Assisted Living Home, Memory Care",via-elegante-vineyard
,Vickys Loving Home,https://www.seniorly.com/assisted-living/arizona/phoenix/vicky-s-loving-home,https://www.seniorly.com/assisted-living/arizona/phoenix/vicky-s-loving-home,"Assisted Living Community, Assisted Living Home",vickys-loving-home
,Vienna Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/vienna-care-home-llc,https://www.seniorly.com/assisted-living/arizona/glendale/vienna-care-home-llc,"Assisted Living Community, Assisted Living Home",vienna-care-home
,Vikis Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/viki-s-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/viki-s-assisted-living-home,"Assisted Living Community, Assisted Living Home",vikis-assisted-living
,Villa De Hope,https://www.seniorly.com/assisted-living/arizona/tucson/villa-de-hope,https://www.seniorly.com/assisted-living/arizona/tucson/villa-de-hope,"Assisted Living Community, Assisted Living Home",villa-de-hope
,Villa Hermosa,https://www.seniorly.com/assisted-living/arizona/tucson/villa-hermosa,https://www.seniorly.com/assisted-living/arizona/tucson/villa-hermosa,"Assisted Living Community, Independent Living",villa-hermosa
,Villa Tampico,https://www.seniorly.com/assisted-living/arizona/tucson/villa-tampico,https://www.seniorly.com/assisted-living/arizona/tucson/villa-tampico,"Assisted Living Community, Assisted Living Home",villa-tampico
,Vineyard Park Of Surprise,https://www.seniorly.com/assisted-living/arizona/surprise/vineyard-park-of-surprise,https://www.seniorly.com/assisted-living/arizona/surprise/vineyard-park-of-surprise,"Assisted Living Community, Memory Care",vineyard-park-of-surprise
,Vista Ranch,https://www.seniorly.com/assisted-living/arizona/mesa/vista-ranch,https://www.seniorly.com/assisted-living/arizona/mesa/vista-ranch,Assisted Living Community,vista-ranch
,West Valley Helping Hands,https://www.seniorly.com/assisted-living/arizona/peoria/west-valley-helping-hands-llc,https://www.seniorly.com/assisted-living/arizona/peoria/west-valley-helping-hands-llc,"Assisted Living Community, Assisted Living Home",west-valley-helping-hands
,White Cliffs Senior Living,https://www.seniorly.com/assisted-living/arizona/kingman/white-cliffs-senior-living,https://www.seniorly.com/assisted-living/arizona/kingman/white-cliffs-senior-living,"Assisted Living Community, Memory Care",white-cliffs-senior-living
,White Violet Adult Care Home Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/white-violet-adult-care-home-ii,https://www.seniorly.com/assisted-living/arizona/phoenix/white-violet-adult-care-home-ii,"Assisted Living Community, Assisted Living Home",white-violet-adult-care-home-ii
,Willow Canyon,https://www.seniorly.com/assisted-living/arizona/chandler/willow-canyon,https://www.seniorly.com/assisted-living/arizona/chandler/willow-canyon,Assisted Living Community,willow-canyon
,Winston Park,https://www.seniorly.com/assisted-living/arizona/mesa/winston-park-llc,https://www.seniorly.com/assisted-living/arizona/mesa/winston-park-llc,"Assisted Living Community, Assisted Living Home",winston-park
,Woodridge Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/woodridge-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/woodridge-assisted-living,"Assisted Living Community, Assisted Living Home",woodridge-assisted-living
,Yashuas Cedar,https://www.seniorly.com/assisted-living/arizona/gilbert/yashua-s-cedar,https://www.seniorly.com/assisted-living/arizona/gilbert/yashua-s-cedar,"Assisted Living Community, Assisted Living Home",yashuas-cedar
,Merrill Gardens At Anthem,https://www.seniorly.com/assisted-living/arizona/anthem/merrill-gardens-at-anthem,https://www.seniorly.com/assisted-living/arizona/anthem/merrill-gardens-at-anthem,"Assisted Living Community, Independent Living, Memory Care",merrill-gardens-at-anthem
,The Enclave At Anthem Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/the-enclave-at-anthem-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/the-enclave-at-anthem-senior-living,"Assisted Living Community, Independent Living, Memory Care",the-enclave-at-anthem-senior-living-2
,Anthem Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/anthem-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/anthem-senior-living,"Assisted Living Community, Assisted Living Home",anthem-senior-living-2
,Desert Vista Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-vista-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-vista-assisted-living,"Assisted Living Community, Assisted Living Home",desert-vista-assisted-living
,Desert Hills Adult Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-hills-adult-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-hills-adult-care-home,"Assisted Living Community, Assisted Living Home",desert-hills-adult-care-home
,A Vip Assisted Living Care,https://www.seniorly.com/assisted-living/arizona/phoenix/a-vip-assisted-living-home-care,https://www.seniorly.com/assisted-living/arizona/phoenix/a-vip-assisted-living-home-care,"Assisted Living Community, Assisted Living Home",a-vip-assisted-living-care
,Daninas Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/danina-s-care-home-l-l-c,https://www.seniorly.com/assisted-living/arizona/phoenix/danina-s-care-home-l-l-c,"Assisted Living Community, Assisted Living Home",daninas-care-home-2
,A Distinguished Touch Adult Care,https://www.seniorly.com/assisted-living/arizona/peoria/a-distinguished-touch-adult-care-llc,https://www.seniorly.com/assisted-living/arizona/peoria/a-distinguished-touch-adult-care-llc,"Assisted Living Community, Assisted Living Home",a-distinguished-touch-adult-care
,American Ridge Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/american-ridge-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/american-ridge-senior-living,"Assisted Living Community, Independent Living",american-ridge-senior-living
,Oasis Group Home,https://www.seniorly.com/assisted-living/arizona/phoenix/oasis-group-home,https://www.seniorly.com/assisted-living/arizona/phoenix/oasis-group-home,Assisted Living Community,oasis-group-home
,A Touch Of Desert Class,https://www.seniorly.com/assisted-living/arizona/phoenix/a-touch-of-desert-class,https://www.seniorly.com/assisted-living/arizona/phoenix/a-touch-of-desert-class,"Assisted Living Community, Assisted Living Home",a-touch-of-desert-class
,Carefree Heights,https://www.seniorly.com/assisted-living/arizona/phoenix/carefree-heights,https://www.seniorly.com/assisted-living/arizona/phoenix/carefree-heights,"Assisted Living Community, Assisted Living Home",carefree-heights
,Docs Place,https://www.seniorly.com/assisted-living/arizona/phoenix/doc-s-place,https://www.seniorly.com/assisted-living/arizona/phoenix/doc-s-place,Assisted Living Community,docs-place
,Anthem Senior Retreat,https://www.seniorly.com/assisted-living/arizona/phoenix/anthem-senior-retreat,https://www.seniorly.com/assisted-living/arizona/phoenix/anthem-senior-retreat,"Assisted Living Community, Assisted Living Home",anthem-senior-retreat
,Amber Hills Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/amber-hills-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/amber-hills-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",amber-hills-assisted-living
,Mountain Ranch Home Care,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-ranch-home-care,https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-ranch-home-care,"Assisted Living Community, Assisted Living Home",mountain-ranch-home-care
,Nels Nest Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/nel-s-nest-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/nel-s-nest-assisted-living,Assisted Living Community,nels-nest-assisted-living
,Patricks Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/patrick-s-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/patrick-s-care-home,"Assisted Living Community, Assisted Living Home",patricks-care-home
,Helping Hands Ach,https://www.seniorly.com/assisted-living/arizona/phoenix/helping-hands-ach,https://www.seniorly.com/assisted-living/arizona/phoenix/helping-hands-ach,"Assisted Living Community, Assisted Living Home",helping-hands-ach
,Cornerstone Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/cornerstone-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/cornerstone-assisted-living-home,"Assisted Living Community, Assisted Living Home",cornerstone-assisted-living
,Dove Valley Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/dove-valley-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/dove-valley-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",dove-valley-assisted-living
,Amys Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/amy-s-senior-living-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/amy-s-senior-living-llc,"Assisted Living Community, Assisted Living Home",amys-senior-living
,Summer Breeze Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/summer-breeze-ii-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/summer-breeze-ii-assisted-living-home,"Assisted Living Community, Assisted Living Home",summer-breeze-ii
,Matters Of Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/matters-of-senior-living-inc-,https://www.seniorly.com/assisted-living/arizona/phoenix/matters-of-senior-living-inc-,Assisted Living Community,matters-of-senior-living
,Herman Novella Clancy Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/herman-novella-clancy-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/herman-novella-clancy-assisted-living-home,"Assisted Living Community, Assisted Living Home",herman-novella-clancy-assisted-living
,Aging Gracefully,https://www.seniorly.com/assisted-living/arizona/glendale/aging-gracefully,https://www.seniorly.com/assisted-living/arizona/glendale/aging-gracefully,"Assisted Living Community, Assisted Living Home",aging-gracefully-2
,Legacy Retirement Residence Of Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/legacy-retirement-residence,https://www.seniorly.com/assisted-living/arizona/mesa/legacy-retirement-residence,"Assisted Living Community, Memory Care",legacy-retirement-residence-of-mesa
,Canyon Winds Retirement Community,https://www.seniorly.com/assisted-living/arizona/mesa/canyon-winds-retirement,https://www.seniorly.com/assisted-living/arizona/mesa/canyon-winds-retirement,"Assisted Living Community, Independent Living, Memory Care",canyon-winds-retirement-community
,The Citadel Senior Living Community,https://www.seniorly.com/assisted-living/arizona/mesa/the-citadel,https://www.seniorly.com/assisted-living/arizona/mesa/the-citadel,"Assisted Living Community, Independent Living",the-citadel-senior-living-community
,Visions Senior Living At Apache Junction,https://www.seniorly.com/assisted-living/arizona/apache-junction/visions-senior-living-at-apache-junction-2,https://www.seniorly.com/assisted-living/arizona/apache-junction/visions-senior-living-at-apache-junction-2,"Assisted Living Community, Memory Care",visions-senior-living-at-apache-junction
,Arbor Rose Senior Care,https://www.seniorly.com/assisted-living/arizona/mesa/arbor-rose-senior-care,https://www.seniorly.com/assisted-living/arizona/mesa/arbor-rose-senior-care,Assisted Living Community,arbor-rose-senior-care-2
,Las Palomas Senior Living,https://www.seniorly.com/assisted-living/arizona/mesa/las-palomas-senior-living,https://www.seniorly.com/assisted-living/arizona/mesa/las-palomas-senior-living,"Assisted Living Community, Independent Living, Memory Care",las-palomas-senior-living
,Christian Care Manor Iv,https://www.seniorly.com/assisted-living/arizona/mesa/christian-care-manor-iv,https://www.seniorly.com/assisted-living/arizona/mesa/christian-care-manor-iv,Assisted Living Community,christian-care-manor-iv
,Visions Assisted Living At Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/visions-senior-living-at-mesa-2,https://www.seniorly.com/assisted-living/arizona/mesa/visions-senior-living-at-mesa-2,"Assisted Living Community, Memory Care",visions-assisted-living-at-mesa
,Hallmark Assisted Living At Lago,https://www.seniorly.com/assisted-living/arizona/apache-junction/hallmark-assisted-living-at-lago,https://www.seniorly.com/assisted-living/arizona/apache-junction/hallmark-assisted-living-at-lago,"Assisted Living Community, Assisted Living Home",hallmark-assisted-living-at-lago
,Fellowship Square Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-mesa,"Assisted Living Community, Independent Living, Memory Care",fellowship-square-mesa
,Anderson Assisted Livings,https://www.seniorly.com/assisted-living/arizona/mesa/anderson-assisted-living-homes-llc,https://www.seniorly.com/assisted-living/arizona/mesa/anderson-assisted-living-homes-llc,"Assisted Living Community, Assisted Living Home, Memory Care",anderson-assisted-livings
,Heritage Village Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/heritage-village-6-llc,https://www.seniorly.com/assisted-living/arizona/mesa/heritage-village-6-llc,"Assisted Living Community, Memory Care",heritage-village-assisted-living-2
,Gold Canyon Hacienda,https://www.seniorly.com/assisted-living/arizona/apache-junction/gold-canyon-hacienda,https://www.seniorly.com/assisted-living/arizona/apache-junction/gold-canyon-hacienda,"Assisted Living Community, Assisted Living Home",gold-canyon-hacienda
