ID,Title,URL,OldSerialized,NormalizedTypes,NormalizedTypeIDs,SerializedWritten
?,Fellowship Square Historic Mesa,https://app.seniorplace.com/communities/show/b2318b64-dff4-494d-9ee2-ffd2220f26e1,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Fellowship Square Phoenix,https://app.seniorplace.com/communities/show/4b03b395-c7f7-4756-8e96-fdff3ef57ea9,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care, Nursing Home","6, 5, 3, 7",a:4:{i:0;i:6;i:1;i:5;i:2;i:3;i:3;i:7;}
?,Fellowship Squaremesa,https://app.seniorplace.com/communities/show/84ec2b46-c7db-47cd-a984-a520076cc9a5,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Fidelity Care Corner,https://app.seniorplace.com/communities/show/c3912a8f-09d0-48ac-994e-8ebaa4b81c39,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Finley Farms Assisted Living,https://app.seniorplace.com/communities/show/d28ddc90-37ce-4ff7-8cc2-6e6ec930da80,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,First Choice Home Care,https://app.seniorplace.com/communities/show/790bd79d-b0ce-4808-b786-9ac83b4c2f14,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fisher Family Home,https://app.seniorplace.com/communities/show/19ba9f83-1d9c-4ab2-ae45-dca8ed10b1ff,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Five Roses Adult Care Home Iii,https://app.seniorplace.com/communities/show/a7795d83-f306-412a-ac28-b0f43eb06d86,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Flamingo Alh,https://app.seniorplace.com/communities/show/29a28490-3760-479c-a5e4-82f91b492cec,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fletcher Farms Assisted Living,https://app.seniorplace.com/communities/show/fa354b89-c45a-47da-a0b2-6598f4430c04,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fletcher Heights Assisted Living,https://app.seniorplace.com/communities/show/5b06a17f-fca0-4c74-a548-45a7f953ca00,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Flowers Assisted Living 2,https://app.seniorplace.com/communities/show/bfeacf39-b74b-4c76-bba8-039d2bac8ace,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Forever My Heart,https://app.seniorplace.com/communities/show/c06e6ebc-bbe7-4a37-80ec-b9c9174991ba,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain Assisted Living Center,https://app.seniorplace.com/communities/show/a8e237eb-23ba-4b24-a68a-990b5c3051bc,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Fountain Hills Care,https://app.seniorplace.com/communities/show/2eb85365-1513-4f37-95df-498a74133fcb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain Hills Manor,https://app.seniorplace.com/communities/show/24378d17-9c82-4305-b0d7-b9f024b0b79f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain Home Assisted Living,https://app.seniorplace.com/communities/show/84a75340-b84b-439e-a943-bc4c7994a773,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain Of Youth,https://app.seniorplace.com/communities/show/1ac5afad-86cf-41d5-81cc-3b6624e6952a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain View Manor Assisted Living,https://app.seniorplace.com/communities/show/8c8e1eb4-64e8-4dbb-9111-e24f4bf0dc3a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Fountain View Village,https://app.seniorplace.com/communities/show/7491fa4f-8f2f-4987-ab2d-ded6b62b0a5c,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Fountainview Assisted Living,https://app.seniorplace.com/communities/show/3534f469-73b5-4aca-923a-588dc5f38342,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Four Roses Assisted Living,https://app.seniorplace.com/communities/show/a0bcfcb1-79b6-40cd-b420-2ac1cc88458f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Frances Residential Care Home 2,https://app.seniorplace.com/communities/show/28e6a317-098a-4e24-99f8-5d554b58f7ad,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Freedom Care At Bella Vista,https://app.seniorplace.com/communities/show/9216eb15-d91e-4825-8244-aca6b71d5e7f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Freedom Plaza Care Center,https://app.seniorplace.com/communities/show/bd96af45-664b-4c21-9d77-b5118da331a7,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Friendship Village Of Tempe,https://app.seniorplace.com/communities/show/d9368866-3f24-468b-a714-484ef479a18d,field_682fc481aaf60,"Assisted Living Community, Memory Care, Nursing Home, Home Care","5, 3, 7, 488",a:4:{i:0;i:5;i:1;i:3;i:2;i:7;i:3;i:488;}
?,Fromrhearts,https://app.seniorplace.com/communities/show/8333c51b-8292-4aef-ad7b-379fd89feb54,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Furaha Care Homes,https://app.seniorplace.com/communities/show/4ca33cd0-dd41-4681-abab-b5dbd2734391,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,G I Adult Care Home,https://app.seniorplace.com/communities/show/0480e1d7-f49f-49b7-b375-b8cedd80abe8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Garden Enclave Assisted Living,https://app.seniorplace.com/communities/show/cf217b44-b497-49d4-b25b-8a3bd56f834e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Garden Ridge,https://app.seniorplace.com/communities/show/1418ca49-aeae-4115-8ebc-88d76a2111a4,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Garden Village Assisted Living V,https://app.seniorplace.com/communities/show/f52312ec-bff5-4cbb-a6a1-07ed18e25d6a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gardenia Adult Care Home,https://app.seniorplace.com/communities/show/45e256c0-ad61-486c-90e7-fb99f26bc0d2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gardens At Ocotillo Senior Livingspectrum Retirement,https://app.seniorplace.com/communities/show/134762f4-4505-4a28-b794-ed618569e57b,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Gardens At San Carlos The,https://app.seniorplace.com/communities/show/7caa900e-e813-4f66-812a-adc2dac1d42e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gardens Care Scottsdale Formally Truewood By Merrill Gardens,https://app.seniorplace.com/communities/show/c52e3e67-1747-42a5-9a42-fc91b7b9c01c,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Garnet Of Casa Grande Assisted Living Community,https://app.seniorplace.com/communities/show/f9bca876-8905-431a-85a6-cbb289dcaf2f,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Gateway Assisted Living,https://app.seniorplace.com/communities/show/d39173da-0f52-4ad4-b88d-550563a2687e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gc Assisted Living,https://app.seniorplace.com/communities/show/ac8ae5c7-c13f-4bb1-8e10-c369334065c3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gems Assisted Living 4,https://app.seniorplace.com/communities/show/62190e3e-33c1-439b-9001-1ab10ea22325,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gems Assisted Living 3,https://app.seniorplace.com/communities/show/36dd8410-4083-4fbe-a10f-72f61e223c3e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gems Assisted Living,https://app.seniorplace.com/communities/show/68afde92-b7c7-4dd7-9eeb-11ed715fafbb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gems Assisted Living,https://app.seniorplace.com/communities/show/3e262d82-76aa-49ed-b8d0-7b2798c1c940,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gentle Care Assisted Living,https://app.seniorplace.com/communities/show/14687f4a-c8d3-4d0e-aa92-8a88c3f07278,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Genuine Companionship,https://app.seniorplace.com/communities/show/782a31fb-97ed-49d4-8afe-93f479084376,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Geranium Alh,https://app.seniorplace.com/communities/show/beb1b73c-febb-4b54-90bd-c53ada01f566,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gift Of Love Assisted Living,https://app.seniorplace.com/communities/show/ced3af51-5320-4a10-ae87-ac9f3a6dc9c1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gifted Hands Assisted Living,https://app.seniorplace.com/communities/show/ed4cc5a4-b127-4f8a-87d4-40579bd94862,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gifts Of Grace Assisted Livings Ii,https://app.seniorplace.com/communities/show/f502836d-c80a-458c-b0ad-39d2c8ba4276,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Glassford Place Senior Living,https://app.seniorplace.com/communities/show/dc12d402-396d-48ed-a3b2-e9de3a4daee1,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Glencroft Center For Modern Aging,https://app.seniorplace.com/communities/show/38caedee-74c7-4cf9-a8ad-f4bfbef75627,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Gods Grace Assisted Living,https://app.seniorplace.com/communities/show/54ca645c-73d2-43e1-97ed-95ba54af3cff,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gold Star Care Home,https://app.seniorplace.com/communities/show/be860d1e-8ab3-4392-bee6-b11b055e9ee5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Age Assisted Living,https://app.seniorplace.com/communities/show/34f3e3d0-c65b-466c-b4a1-e71aa2e76b3e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Age Care Home,https://app.seniorplace.com/communities/show/4014efb5-b921-48ed-9a0b-4bc635322720,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Ages Adult Care Home,https://app.seniorplace.com/communities/show/31a67e28-b36b-4d4e-bedb-337ba1e2e87a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Autumn Adult Care Home,https://app.seniorplace.com/communities/show/cbb9a222-fe74-4dbe-b388-b0319ef48b6f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Care,https://app.seniorplace.com/communities/show/8f4fb41c-8989-462c-9209-b5700e43bd7d,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Golden Care Ach,https://app.seniorplace.com/communities/show/b5f3d9c4-d711-4b3d-bb01-2ed0ae4eec16,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Care For Elderly,https://app.seniorplace.com/communities/show/90cf25c9-9d65-4103-bf90-45092c6ffb14,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Care Living Home,https://app.seniorplace.com/communities/show/8c916c21-2e12-4b1d-aee7-ee1bca1e588d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Crown Assisted Living,https://app.seniorplace.com/communities/show/5d67618a-a1ce-4c47-90da-38049d7dddd0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Generationtimes Adult Care Home,https://app.seniorplace.com/communities/show/45fee63c-42c8-43da-be28-d85708ab42a2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Heritage Assisted Living,https://app.seniorplace.com/communities/show/0b85694d-f528-4d04-b047-39742ad4e4ad,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Senior Living,https://app.seniorplace.com/communities/show/152e9aad-86e8-485e-8998-384b3fbfbc5f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Springs Senior Living,https://app.seniorplace.com/communities/show/b5ca9d3b-7429-43d7-9060-3aa2f3f555c5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Summers Care Home Llc Deer Valley,https://app.seniorplace.com/communities/show/3b6f25fb-b591-4289-a061-437c3c204adc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Summers Care Home Of Moon Valley,https://app.seniorplace.com/communities/show/e6c713f4-4fe7-4ceb-85a9-973b9adde086,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Times Assisted Living,https://app.seniorplace.com/communities/show/c71c93a4-fed7-43d3-850a-4b1866640aef,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Times,https://app.seniorplace.com/communities/show/779852c3-1b62-4237-a98d-8d253883ae23,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Touch One Adult Care Home At Mcqueen,https://app.seniorplace.com/communities/show/6566e1f3-2290-4053-8258-30d95f636496,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Golden Years Haven Assisted Living,https://app.seniorplace.com/communities/show/ff7ba7a4-a1f8-433f-8f0f-a3a1dc4ce287,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Goldwater Assisted Living 3,https://app.seniorplace.com/communities/show/0771202c-4530-4822-b34f-fc1456a73c66,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Goldwater Legacy Assisted Living,https://app.seniorplace.com/communities/show/c5bec9ad-7de1-4cc3-be16-73bfb883d050,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Good Hands Adult Home Care,https://app.seniorplace.com/communities/show/ebbe73a8-6af8-4ca2-bcbf-8606a47f5228,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Good Nurses Assisted Living,https://app.seniorplace.com/communities/show/3fb7a0ad-229d-421f-8f21-5a0ea68cc3d3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Good Samaritan Societyprescott Valley,https://app.seniorplace.com/communities/show/802a668d-09aa-4a66-97d7-32a35837575c,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Goodyear Assisted Living,https://app.seniorplace.com/communities/show/e04f58c7-2a17-4076-8f6f-788497542da3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Mercy Assisted Living,https://app.seniorplace.com/communities/show/fc46e475-308a-4481-811b-25e038134b06,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Assisted Living,https://app.seniorplace.com/communities/show/949913d0-0082-48c4-8119-63cd1d5dc7ce,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Assisted Living Ii,https://app.seniorplace.com/communities/show/36db93a5-9f81-4f6b-8da5-9801ba35c040,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Assisted Living,https://app.seniorplace.com/communities/show/aa715d8c-e818-49d3-bc81-7dac22c3a14f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Hill Assisted Livings,https://app.seniorplace.com/communities/show/14b425fc-04cb-4a5c-bdcb-08d015fbd75c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grace Hospice And Palliative Care,https://app.seniorplace.com/communities/show/9f1d98de-a742-4133-9d58-af99417bec36,field_682fc481aaf60,"Assisted Living Home, Home Care","162, 488",a:2:{i:0;i:162;i:1;i:488;}
?,Grace Manor Of Arizona Ii,https://app.seniorplace.com/communities/show/48890651-3e2f-413e-9729-0de8d60308e4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Graces Place Assisted Living,https://app.seniorplace.com/communities/show/56c52530-8e4b-47c2-a61d-84ae41002386,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Graceful Waters,https://app.seniorplace.com/communities/show/c6b984ce-5b53-42d7-bb32-0b5eb88dd810,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gramas Home,https://app.seniorplace.com/communities/show/b6254fdc-39ef-4dc9-b80e-3f7d9163863a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grand Court Of Mesa,https://app.seniorplace.com/communities/show/a6ccc5af-8bd5-414d-858c-ab66d298513c,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Grandview Gardens,https://app.seniorplace.com/communities/show/6144cba3-1f0c-4ecf-948a-5f75beb17068,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Granite Gate Senior Living,https://app.seniorplace.com/communities/show/98bac21b-dc2a-4226-89bf-874f7da40487,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Green Garden 1 Senior Care,https://app.seniorplace.com/communities/show/27a3c935-967a-4ffb-8481-80f3a0448599,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Green Garden 2 Senior Care,https://app.seniorplace.com/communities/show/0dc0ac62-a359-4020-ab16-22c2af696646,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Greenfield Assisted Living,https://app.seniorplace.com/communities/show/9e4a0132-e1e2-4a90-8e57-de822ec61be7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Greenfield Assisted Living I,https://app.seniorplace.com/communities/show/0299bbaf-ea7f-4384-baf8-dc97d9d44da4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Greenway Home Care,https://app.seniorplace.com/communities/show/179f5309-4d43-4699-8bbb-da4b91579008,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Greenway Oasis Assisted Living,https://app.seniorplace.com/communities/show/d1a7b2d7-a1b4-4d3a-80d6-8cbd7d250dd5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Grovers Assisted Living,https://app.seniorplace.com/communities/show/f6a69e46-71ee-45fa-99e4-3438f447efa7,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Guardian Care Assisted Living,https://app.seniorplace.com/communities/show/21e3a9bf-65bd-4470-bbea-73439ff25179,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Gwees Comfort Assisted Living,https://app.seniorplace.com/communities/show/010aef8d-9b66-42fc-93f5-be32c937f6cc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,H A Family Care Home,https://app.seniorplace.com/communities/show/da8e6096-fe1e-4378-9e7a-29252a166373,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Hacienda At The River,https://app.seniorplace.com/communities/show/086ebc54-51a6-432b-8847-d818a87772d2,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Hacienda At The Canyon,https://app.seniorplace.com/communities/show/5dc4260e-6ec4-4ada-b9b5-919170bb6c6f,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Hacienda De Caring Hands,https://app.seniorplace.com/communities/show/6ed26329-b353-425d-b6cc-46f4a0f295de,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Hacienda De Luna Assisted Living,https://app.seniorplace.com/communities/show/4154e265-bcd4-431a-8e5f-fb05a22e8f05,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Hacienda De Luna Assisted Living,https://app.seniorplace.com/communities/show/494945ce-0c34-46ec-8a13-7082a4d70fb0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Hacienda De Luna Assisted Living,https://app.seniorplace.com/communities/show/fbd8c6b3-a5a3-4167-a775-61176b55122b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Hacienda Del Rey,https://app.seniorplace.com/communities/show/87592fb1-dac5-416e-8135-e8fc885dce0d,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Hally Care Assisted Living,https://app.seniorplace.com/communities/show/081c2844-4191-46ee-97aa-0e156bd59cc9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Halynas Care,https://app.seniorplace.com/communities/show/eda5737c-b7fb-4f08-aaec-9b98e3892626,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
