ID,Title,before_types,after_types,status
9301,Rock Creek Alzheimers Special Care Center,,,UNCHANGED
9303,Rodys Adult Care Home,,,UNCHANGED
9305,Ronald Home Care,,,UNCHANGED
9307,Rosa De Saron Care Home,,,UNCHANGED
9309,Rosas Chante Assisted Living,,,UNCHANGED
9311,Rosarian Assisted Living,,,UNCHANGED
9313,Rose Alley Senior Living,,,UNCHANGED
9315,Rose Court Senior Living,,,UNCHANGED
9316,Rose Garden Adult Home Care,,,UNCHANGED
9318,Rose Villa Assisted Living I,,,UNCHANGED
9320,Rosebud Assisted Living,,,UNCHANGED
9322,Rosemonte Assisted Living,,,UNCHANGED
9324,Rosewood Care Home,,,UNCHANGED
9326,Rosies Alf,,,UNCHANGED
9328,Rosina Assisted Living,,,UNCHANGED
9330,Royal Assisted Living,,,UNCHANGED
9332,Royal Care Assisted Living,,,UNCHANGED
9333,Royal Caribbean Assisted Living,,,UNCHANGED
9335,Royal Oaks Assisted Living Center,,,UNCHANGED
9336,Royal Palms Assisted Living,,,UNCHANGED
9338,Royal Paradise Care,,,UNCHANGED
9340,Royalty Home Care Solutions,,,UNCHANGED
9342,Rubidium Assisted Living,,,UNCHANGED
9343,Rustic Ranch Formerly My Fathers Retirement Ranch,,,UNCHANGED
9345,Rutledge Ranch Retreat,,,UNCHANGED
9347,Sacred Heart Homes,,,UNCHANGED
9349,Safe Haven Assisted Living,,,UNCHANGED
9350,Sage House 102Nd,,,UNCHANGED
9351,Sage House 35Th,,,UNCHANGED
9353,Sage House 35Th,,,UNCHANGED
9355,Sage House 68,,,UNCHANGED
9357,Sage House Brookhart,,,UNCHANGED
9359,Sage House Calavar,,,UNCHANGED
9361,Sage House Expedition,,,UNCHANGED
9363,Sage House Hartford,,,UNCHANGED
9365,Sage House Straight Arrow Ii,,,UNCHANGED
9367,Sage Mesa Sparrow Living,,,UNCHANGED
9369,Sagewood,,,UNCHANGED
9371,Saguaro Ranch Luxury Assisted Living,,,UNCHANGED
9373,Saint Rafael Adult Care Home,,,UNCHANGED
9375,Sakutas Loving Heart Assisted Living,,,UNCHANGED
9377,Sakutas Young At Heart Assisted Living,,,UNCHANGED
9379,Salt Cedar Assisted Living,,,UNCHANGED
9381,Salter Springs Assisted Living,,,UNCHANGED
9383,San Judas Group Home,,,UNCHANGED
9385,San Nicolas Assisted Living Nw,,,UNCHANGED
9387,San Nicolas Ii,,,UNCHANGED
9389,Sanctuary Assisted Living,,,UNCHANGED
9391,Sanctuary I Assisted Living,,,UNCHANGED
9393,Santo Nino Adult Care Home,,,UNCHANGED
9395,Santorini Villas Assisted Living,,,UNCHANGED
9397,Sapphire Elite Care Home,,,UNCHANGED
9399,Saragosa Mc Assisted Living,,,UNCHANGED
9400,Saragosa Mc Assisted Living,,,UNCHANGED
9402,Sarahs Place At Glencroft,,,UNCHANGED
9404,Savanna House Assisted Living Memory Care,,,UNCHANGED
9406,Scotts Harbor,,,UNCHANGED
9408,Scottsdale Foothills Assisted Living,,,UNCHANGED
9410,Scottsdale North Inc A L,,,UNCHANGED
9412,Scottsdale Palms Assisted Living,,,UNCHANGED
9414,Scottsdale Quarter Care Assisted Living,,,UNCHANGED
9416,Scottsdale Silver Lining,,,UNCHANGED
9417,Scottsdale Village Square,,,UNCHANGED
9419,Searles Care Home,,,UNCHANGED
9421,Secret Garden Assisted Living Ii,,,UNCHANGED
9423,Sedona Springs Assisted Living,,,UNCHANGED
9425,Sedona Sunset Assisted Living,,,UNCHANGED
9426,Sedona Treasure Assisted Living,,,UNCHANGED
9428,Sedona Winds,,,UNCHANGED
9430,Sedona Winds Independent Living,,,UNCHANGED
9432,Sedona Winds Independent Living Community,,,UNCHANGED
9433,Senior Care Assisted Living,,,UNCHANGED
9435,Senior Care Manor,,,UNCHANGED
9437,Senior Living At Pinnacle Vista,,,UNCHANGED
9439,Senior Living At Superstition Mountains,,,UNCHANGED
9441,Senior Paradise Living,,,UNCHANGED
9443,Senior Sanctuary Of Anthem,,,UNCHANGED
9445,Senior Serenity Assisted Living,,,UNCHANGED
9447,Senior Valley Assisted Living Ii,,,UNCHANGED
9449,Senior Valley Assisted Living,,,UNCHANGED
9451,Senior Wellcare Home,,,UNCHANGED
9453,Senita Ridge,,,UNCHANGED
9455,Serenade Assisted Living,,,UNCHANGED
9456,Serendipity In The Sun Ii,,,UNCHANGED
9457,Serendipity In The Sun,,,UNCHANGED
9459,Serene Haven Estates,,,UNCHANGED
9461,Serene Valley Assisted Living,,,UNCHANGED
9463,Serenity Assisted Living,,,UNCHANGED
9465,Serenity Assisted Living At Lakewood,,,UNCHANGED
9467,Serenity Care Home,,,UNCHANGED
9469,Serenity Of North Scottsdale,,,UNCHANGED
9471,Serenity Space,,,UNCHANGED
9473,Serenity United Senior Care,,,UNCHANGED
9475,Serva Assisted Living Of Scottsdale,,,UNCHANGED
9477,Seven Haven Ii,,,UNCHANGED
9479,Seven Haven,,,UNCHANGED
9481,Shadow Mountain Memory Care,,,UNCHANGED
9483,Shady Lane Living,,,UNCHANGED
9485,Shady Pines Care Home,,,UNCHANGED
9486,Shambhala Assisted Living,,,UNCHANGED
9488,Shea Estates Assisted Living,,,UNCHANGED
9490,Shea Manor Assisted Living,,,UNCHANGED
9492,Shepherd Hills Senior Care,,,UNCHANGED
9493,Shepherd Hills Senior Care,,,UNCHANGED
9495,Shepherd Manor,,,UNCHANGED
9497,Sheridan Garden Assisted Living,,,UNCHANGED
9499,Sheridan Garden Assisted Living,,,UNCHANGED
9501,Sheridan Garden Assisted Living,,,UNCHANGED
9503,Sheridan Garden Assisted Living,,,UNCHANGED
9505,Sheridan Lane Assisted Living,,,UNCHANGED
9507,Sherwood Heights Adult Living,,,UNCHANGED
9509,Sherwood Village Assisted Living And Memory Care,,,UNCHANGED
9511,Shirlee Beloved By Majestic,,,UNCHANGED
9513,Siara Assisted Living I I,,,UNCHANGED
9515,Sierra Adult Care,,,UNCHANGED
9517,Sierra Del Sol,,,UNCHANGED
9519,Sierra Winds,,,UNCHANGED
9520,Silver Age Residential Care Ii,,,UNCHANGED
9522,Silver Bells Adult Care Home,,,UNCHANGED
9524,Silver Bells Ii,,,UNCHANGED
9526,Silver Birch Of Avondale,,,UNCHANGED
9528,Silver Creek Assisted Living,,,UNCHANGED
9530,Silver Creek Assisted Living Ii Go To,,,UNCHANGED
9532,Silver Creek Inn Memory Care Community,,,UNCHANGED
9534,Silver Creek Leisure Living,,,UNCHANGED
9536,Silver Creek Leisure Living,,,UNCHANGED
9538,Silver Moon Assisted Living,,,UNCHANGED
9540,Silver Springs,,,UNCHANGED
9542,Silver Star Assisted Living,,,UNCHANGED
9544,Silvergate Assisted Living,,,UNCHANGED
9546,Simancas Assisted Living,,,UNCHANGED
9548,Simon Assisted Living,,,UNCHANGED
9550,Simple Living Assisted Home,,,UNCHANGED
9552,Simply Together Alh,,,UNCHANGED
9554,Simply Together,,,UNCHANGED
9556,Sky Ridge,,,UNCHANGED
9558,Sky Vista,,,UNCHANGED
9560,Skyline At Mina Vista Assisted Living,,,UNCHANGED
9562,Solana At The Park Assisted Living,,,UNCHANGED
9564,Solana Senior Living,,,UNCHANGED
9566,Solstice Senior Living Sun City West,,,UNCHANGED
9568,Solterra Senior Living,,,UNCHANGED
9570,Solterra Senior Living White Mountain,,,UNCHANGED
9572,Sonoran Adult Care,,,UNCHANGED
9573,Sonoran Foothills Assisted Living,,,UNCHANGED
9575,Sonoran Hills Assisted Living,,,UNCHANGED
9576,Sonoran Senior Care,,,UNCHANGED
9577,Sonoran Sky Assisted Living Care Home,,,UNCHANGED
9579,Sonoran Sky Assisted Living Ii,,,UNCHANGED
9581,Sonoran Tranquility Home,,,UNCHANGED
9583,Sorrento Assisted Living,,,UNCHANGED
9585,Soulbird Care Home,,,UNCHANGED
9587,Southwest Comfort Care,,,UNCHANGED
9589,Southwest Healing Gardens,,,UNCHANGED
9591,Splendido At Rancho Vistoso,,,UNCHANGED
9593,Spring Assisted Living,,,UNCHANGED
9595,Spring Days Adult Care Home,,,UNCHANGED
9597,Spring Garden 2 Assisted Living,,,UNCHANGED
9599,Spring Garden Assisted Living,,,UNCHANGED
9601,Spring Gardens Of Peoria,,,UNCHANGED
9603,Spring Valley,,,UNCHANGED
9605,Springdale Village Healthcare,,,UNCHANGED
9607,St Charles Place Llc Iii,,,UNCHANGED
9609,St Joseph Assisted Living,,,UNCHANGED
9611,St Michaels Manor Ii,,,UNCHANGED
9613,St Therese Adult Care Home,,,UNCHANGED
9615,St Therese Care Home 2,,,UNCHANGED
9617,St Anthonys Adult Care Home,,,UNCHANGED
9619,St Charles Place,,,UNCHANGED
9621,St Lukes Home,,,UNCHANGED
9623,St Michaels Manor,,,UNCHANGED
9625,Starfish Care Homes,,,UNCHANGED
9627,Starfish Care Homes,,,UNCHANGED
9629,Starfish Care Homes Midtown A,,,UNCHANGED
9631,Starfish Care Homes Midtown B,,,UNCHANGED
9633,Starfish Care Homes Old Spanish Trail,,,UNCHANGED
9635,Starfish Care Homes Rolling Hills,,,UNCHANGED
9637,Starfish Care Homes Indian Ridge,,,UNCHANGED
9639,Starfish Care Homes,,,UNCHANGED
9641,Starfish Care Homes,,,UNCHANGED
9643,Starfish Care Homes,,,UNCHANGED
9645,Starfish Care Homes,,,UNCHANGED
9647,Starfish Care Homes,,,UNCHANGED
9649,Starfish Care Homes,,,UNCHANGED
9651,Starfish Care Homes,,,UNCHANGED
9653,Starfish Care Homes,,,UNCHANGED
9655,Starfish Care Homes,,,UNCHANGED
9657,Starfish Care Homes,,,UNCHANGED
9659,Starfish Care Homes,,,UNCHANGED
9661,Starfish Care Homes,,,UNCHANGED
9663,Starfish Care Homes Llc River Hills,,,UNCHANGED
9665,Starlight Assisted Living,,,UNCHANGED
9667,Starlight Care Seniors,,,UNCHANGED
9669,Stefans Assisted Living,,,UNCHANGED
9671,Stephanie Alderete Home Care,,,UNCHANGED
9673,Stetson Hills Assisted Living,,,UNCHANGED
9675,Stoneybrook Estate,,,UNCHANGED
9677,Sues Place,,,UNCHANGED
9679,Sugars Ii Assisted Living,,,UNCHANGED
9681,Summer Blossoms Assisted Living,,,UNCHANGED
9683,Summerfield At Jacinto Assisted Living,,,UNCHANGED
9685,Summerfield At Jentilly,,,UNCHANGED
9687,Summersett Haven,,,UNCHANGED
9688,Summit Senior Living,,,UNCHANGED
9690,Sun City Assisted Living,,,UNCHANGED
9692,Sun City Care,,,UNCHANGED
9694,Sun City Home Care,,,UNCHANGED
9696,Sun City West Assisted Living Memory Care,,,UNCHANGED
9698,Sun Garden Care Home,,,UNCHANGED
9700,Sun Groves Assisted Living,,,UNCHANGED
9702,Sun Health Assisted Living At The Colonnade,,,UNCHANGED
9703,Sun Health Grandview Care Center,,,UNCHANGED
9704,Sun Health La Loma Assisted Living,,,UNCHANGED
9705,Sun Health La Loma Care Center,,,UNCHANGED
9707,Sun Quest Manor,,,UNCHANGED
9709,Sun Valley Haven Assisted Living,,,UNCHANGED
9711,Sun Valley Heights Assisted Living,,,UNCHANGED
9713,Sun Valley Manor Assisted Living,,,UNCHANGED
9715,Sun View Estates Home Care,,,UNCHANGED
9717,Sun View Estates Home Care Iii,,,UNCHANGED
9719,Sunbeam Oasis,,,UNCHANGED
9721,Suncreek 2 Assisted Living,,,UNCHANGED
9723,Suncreek Surprise,,,UNCHANGED
9725,Sunflower Assisted Living,,,UNCHANGED
9727,Sunflower Hills Assisted Living,,,UNCHANGED
9729,Sunny Days Senior Living,,,UNCHANGED
9731,Sunnycare Cheateau,,,UNCHANGED
9733,Sunnyhill Adult Care Home Inc Ii,,,UNCHANGED
9735,Sunridge Village Assisted Living And Memory Care,,,UNCHANGED
9737,Sunrise Adult Care Home 2,,,UNCHANGED
9739,Sunrise Adult Care Home 3,,,UNCHANGED
9741,Sunrise Assisted Living,,,UNCHANGED
9743,Sunrise Assisted Living,,,UNCHANGED
9745,Sunrise Assisted Living Ii,,,UNCHANGED
9747,Sunrise At River Road,,,UNCHANGED
9749,Sunrise Care Homes Sunnyvale,,,UNCHANGED
9751,Sunrise Care Homes Sunnyvale,,,UNCHANGED
9753,Sunrise Care Homeshayden,,,UNCHANGED
9754,Sunrise Care Homeshayden,,,UNCHANGED
9756,Sunrise Care Homesshea,,,UNCHANGED
9758,Sunrise Oasis Assisted Living,,,UNCHANGED
9760,Sunrise Of Chandler,,,UNCHANGED
9762,Sunrise Of Gilbert,,,UNCHANGED
9764,Sunrise Of Scottsdale,,,UNCHANGED
9766,Sunset Adult Care Home,,,UNCHANGED
9768,Sunset Farms Assisted Living,,,UNCHANGED
9770,Sunset Grand Assisted Living,,,UNCHANGED
9772,Sunset Ranch Assisted Living,,,UNCHANGED
9774,Sunset View Manor Senior Living,,,UNCHANGED
9776,Sunset Vista First,,,UNCHANGED
9778,Sunshine Assisted Living,,,UNCHANGED
9780,Sunshine Caring Home,,,UNCHANGED
9782,Sunshine Legacy Assisted Living,,,UNCHANGED
9784,Sunshine Residential Care Home,,,UNCHANGED
9786,Sunshine Village,,,UNCHANGED
9788,Suntown Assistance Home,,,UNCHANGED
9789,Suntown Assistance Home,,,UNCHANGED
9791,Supreme Adult Care Home,,,UNCHANGED
9793,Supreme Care At Goodyear,,,UNCHANGED
9795,Surprise Farms Assisted Living,,,UNCHANGED
9797,Susan Care Home,,,UNCHANGED
9799,Sweet Home Adult Care Home,,,UNCHANGED
9801,Sweet Home Assisted Living,,,UNCHANGED
9803,Sweetwater Groves,,,UNCHANGED
9805,Sweetwater Place 1,,,UNCHANGED
9807,Sweetwater Senior Living Home,,,UNCHANGED
9809,Symphony Assisted Living,,,UNCHANGED
9811,Tangelo Grove Senior Care Home,,,UNCHANGED
9813,Tatanana Place,,,UNCHANGED
9815,Tatum Glen Assisted Living,,,UNCHANGED
9817,Tbi Assisted Living,,,UNCHANGED
9819,Tbi Care,,,UNCHANGED
9821,Tbi Care,,,UNCHANGED
9823,Tbi Care,,,UNCHANGED
9825,Tempe Post Acute,,,UNCHANGED
9827,Tempe Tbi Home Care,,,UNCHANGED
9829,Tender Care Ii,,,UNCHANGED
9831,Tender Loving Carehome Of Surprise,,,UNCHANGED
9833,Terra Pointe Memory Care,,,UNCHANGED
9835,Terravella Assisted Living Care,,,UNCHANGED
9836,The Ark Of Arcadia Assisted Living,,,UNCHANGED
9838,The Auberge At Peoria A Memory Care Company,,,UNCHANGED
9840,The Bark Homes,,,UNCHANGED
9842,The Bluffs Of Flagstaff,,,UNCHANGED
9844,The Citadel Assisted Living,,,UNCHANGED
9845,The Cottages Of Tucson,,,UNCHANGED
9847,The Country Club Of La Cholla,,,UNCHANGED
9849,The Edison House,,,UNCHANGED
9851,The Enclave At Anthem Senior Living,,,UNCHANGED
9853,The Enclave At Anthem Senior Livingspectrum Retirement,,,UNCHANGED
9855,The Enclave At Chandler Senior Living Spectrum Retirement,,,UNCHANGED
9857,The Enclave At Gilbert Senior Living Spectrum Retirement,,,UNCHANGED
9859,The Forum At Desert Harbor,,,UNCHANGED
9861,The Forum At Desert Harbor,,,UNCHANGED
9863,The Forum At Tucson,,,UNCHANGED
9865,The Frontier House,,,UNCHANGED
9867,The Gardens At Blenman Elm,,,UNCHANGED
9869,The Gardens At Kingman,,,UNCHANGED
9870,The Gardens Of Scottsdale,,,UNCHANGED
9872,The Gardens Of Sun City,,,UNCHANGED
9874,The Gardens Of Sun City,,,UNCHANGED
9876,The Greenway Manor I,,,UNCHANGED
9877,The Greenway Manor Ii,,,UNCHANGED
9879,The Groves Assisted Living And Memory Care,,,UNCHANGED
9881,The Groves Assisted Living Place Llcapple,,,UNCHANGED
9883,The Groves Assisted Living Place Llcpeach,,,UNCHANGED
9885,The Groves Assisted Living Place Llcpepper,,,UNCHANGED
9887,The Groves Assisted Living Place Llcplum,,,UNCHANGED
9889,The Hansen House,,,UNCHANGED
9891,The Harbor Lighthouse Ii,,,UNCHANGED
9893,The Heritage At Carefree Senior Living,,,UNCHANGED
9894,The Heritage Tradition,,,UNCHANGED
9896,The Hillsman House,,,UNCHANGED
9898,The Homestead On 18Th,,,UNCHANGED
9900,The Inn At Freedom Plaza Assisted Living And Memory Care,,,UNCHANGED
9902,The Inn At The Fountains,,,UNCHANGED
9904,The Landings Of Prescott Valley,,,UNCHANGED
9906,The Lodge At 14Th Street,,,UNCHANGED
9908,The Manors At Glencroft,,,UNCHANGED
9910,The Meadows Of Prescott Valley,,,UNCHANGED
9912,The Mission At Agua Fria,,,UNCHANGED
9914,The Montecito Senior Living,,,UNCHANGED
9916,The Next Genesis I I,,,UNCHANGED
9918,The Next Genesis,,,UNCHANGED
9920,The Oaks,,,UNCHANGED
9922,The Oasis At Fellowship Square Surprise,,,UNCHANGED
9924,The Oasis At Fellowship Square Tucson,,,UNCHANGED
9926,The Ocotillo House,,,UNCHANGED
9928,The Olivia White Hospice Home,,,UNCHANGED
9930,The Palms At Sun City,,,UNCHANGED
9932,The Park At Copper Creek,,,UNCHANGED
9934,The Peaks At Santa Rita,,,UNCHANGED
9936,The Peaks Health Rehabilitation,,,UNCHANGED
9938,The Peaks A Senior Living Community,,,UNCHANGED
9940,The Pines,,,UNCHANGED
9942,The Pines At Pleasant Valley Assisted Living,,,UNCHANGED
9943,The Ranch Estates At Scottsdale,,,UNCHANGED
9945,The Ranch Estates Of Tucson,,,UNCHANGED
9947,The Rehabilitation Center At The Palazzo,,,UNCHANGED
9949,The Retreat,,,UNCHANGED
9951,The Retreat At Alameda,,,UNCHANGED
9953,The Retreat At Desert Cove,,,UNCHANGED
9954,The Right Care At Vistancia,,,UNCHANGED
9956,The Springs Of Scottsdale,,,UNCHANGED
9958,The Summit At Sunland Springs,,,UNCHANGED
9962,The Towers At Glencroft,,,UNCHANGED
9964,The Views At Lake Havasu,,,UNCHANGED
9966,The Villa At Tuckey Lane,,,UNCHANGED
9968,The Villa On Sweetwater 1,,,UNCHANGED
9970,The Villa Rosa,,,UNCHANGED
9972,The Village At Ocotillo,,,UNCHANGED
9974,The Villas At Academy Village,,,UNCHANGED
9975,The Villas At King Road Villa A Behavioral Health,,,UNCHANGED
9976,The Villas At King Road Villa B Behavioral Health,,,UNCHANGED
9978,The Villas At Wilmot Villa A,,,UNCHANGED
9980,The Villas At Wilmot Villa B,,,UNCHANGED
9982,The Villas At Wilmot Villa C,,,UNCHANGED
9984,The Villas At Wilmot Villa D,,,UNCHANGED
9986,The Villas At Wilmot Villa E,,,UNCHANGED
9988,The Villas At Wilmot Villa F,,,UNCHANGED
9990,The Villas At Wilmot Villa G,,,UNCHANGED
9992,The Vital Signs Health,,,UNCHANGED
9994,The Watermark At Morrison Ranch,,,UNCHANGED
9996,The Watermark At Morrison Ranch,,,UNCHANGED
9998,The Watermark Of Oro Valley,,,UNCHANGED
10000,The Woodmark At Sun City,,,UNCHANGED
10002,Theresas Assisted Living,,,UNCHANGED
10003,Third Street Home,,,UNCHANGED
10005,Thrive Alf Freedom,,,UNCHANGED
10007,Thrive Alf Wild,,,UNCHANGED
10009,Thunderbird Heights Assisted Living,,,UNCHANGED
10011,Thunderbird Quality Home Care,,,UNCHANGED
10013,Thunderbird Senior Living,,,UNCHANGED
10015,Tinas Place Assisted Living,,,UNCHANGED
10017,Tiny Residence,,,UNCHANGED
10019,Tjs Assisted Living,,,UNCHANGED
10020,Torbrook Manor,,,UNCHANGED
10022,Torbrook Manor Ii,,,UNCHANGED
10024,Touch Of Love Assisted Living,,,UNCHANGED
10026,Tramonto Assisted Living,,,UNCHANGED
10028,Tramonto Desert Rose Assisted Living,,,UNCHANGED
10030,Tranquil Living Care Home,,,UNCHANGED
10032,Tranquility Assisted Living,,,UNCHANGED
10034,Triple Hearts Assisted Living I,,,UNCHANGED
10036,Triple Hearts Assisted Living Iii,,,UNCHANGED
10038,Tropical Senior Living Care,,,UNCHANGED
10040,True Care Assisted Home,,,UNCHANGED
10042,Trustwell Living At Kingswood Place,,,UNCHANGED
10043,Truval Assisted Living,,,UNCHANGED
10044,Tucson Assisted Living Retreat,,,UNCHANGED
10046,Tucson Mountain Assisted Living,,,UNCHANGED
10048,Tucson Place Assisted Living Memory Care,,,UNCHANGED
10050,Tulsi Assisted Living,,,UNCHANGED
10052,Turning Point Healing Centers,,,UNCHANGED
10054,Tuscan Place Ii,,,UNCHANGED
10056,Tuscany Mccormick Ranch,,,UNCHANGED
10058,Twilight Haven Mesa,,,UNCHANGED
10060,Upon The Rock Assisted Living,,,UNCHANGED
10062,Ur Amazing Assisted Living,,,UNCHANGED
10064,Utopia Assisted Living,,,UNCHANGED
10066,Valencia Care Homes,,,UNCHANGED
10068,Valencia Home At 47Th,,,UNCHANGED
10070,Valencia Home At 60Th,,,UNCHANGED
10072,Valley Assisted Living,,,UNCHANGED
10074,Valley Care Management,,,UNCHANGED
10076,Valley Desert Springs,,,UNCHANGED
10078,Valley Oasis Adult Care Home,,,UNCHANGED
10080,Valley Oasis Assisted Living,,,UNCHANGED
10082,Valley Vista Assisted Living,,,UNCHANGED
10084,Valley Vista Home Care,,,UNCHANGED
10086,Vandermeyer Senior Homecare,,,UNCHANGED
10088,Venezia Place,,,UNCHANGED
10090,Ventana Winds,,,UNCHANGED
10092,Venus Assisted Living,,,UNCHANGED
10093,Verde Valley Assisted Living,,,UNCHANGED
10095,Verena At Gilbert,,,UNCHANGED
10097,Vesela Assisted Living,,,UNCHANGED
10099,Vi At Grayhawk A Vi And Plaza Companies Community,,,UNCHANGED
10100,Vi At Silverstone A Vi And Plaza Companies Commun,,,UNCHANGED
10102,Via Elegante Galleria,,,UNCHANGED
10103,Via Elegante Mediterranean,,,UNCHANGED
10104,Via Elegante Sierra Vista Canyons,,,UNCHANGED
10106,Via Elegante Sierra Vista Highlands,,,UNCHANGED
10108,Via Elegante Tucson Mountains,,,UNCHANGED
10109,Via Elegante Vineyard,,,UNCHANGED
10110,Via Linda Assisted Living 2,,,UNCHANGED
10112,Vickys Loving Home,,,UNCHANGED
10114,Victory Homes I,,,UNCHANGED
10116,Vienna Care Home,,,UNCHANGED
10118,View Of The Mountains Assisted Living,,,UNCHANGED
10120,Vikis Assisted Living,,,UNCHANGED
10122,Villa De Hope,,,UNCHANGED
10124,Villa Fiore Assisted Living,,,UNCHANGED
10126,Villa Hermosa,,,UNCHANGED
10128,Villa Hermosa Assisted Living,,,UNCHANGED
10130,Villa Jean,,,UNCHANGED
10132,Villa Lindo Senior Living,,,UNCHANGED
10134,Villa Ocotillo Assisted Living,,,UNCHANGED
10136,Villa Serene Assisted Living Ii,,,UNCHANGED
10137,Villa Tampico,,,UNCHANGED
10139,Village Assisted Living Llp,,,UNCHANGED
10141,Villas At Green Valley,,,UNCHANGED
10143,Vineyard Park Of Surprise,,,UNCHANGED
10145,Vip Assisted Living,,,UNCHANGED
10147,Vip Paradise Care,,,UNCHANGED
10149,Visions Senior Living At Apache Junction 2,,,UNCHANGED
10151,Visions Senior Living At Mesa 2,,,UNCHANGED
10152,Vison Of Care Home,,,UNCHANGED
10154,Vista Del Rio,,,UNCHANGED
10156,Vista Del Verde Assisted Living,,,UNCHANGED
10157,Vista Living Arcadia,,,UNCHANGED
10159,Vista Living Camelback,,,UNCHANGED
10161,Vista Living Camelback View,,,UNCHANGED
10163,Vista Living Paradise Valley,,,UNCHANGED
10164,Vista Pointe At Sierra Vista,,,UNCHANGED
10166,Vista Ranch,,,UNCHANGED
10167,Vista Winds Independent Living,,,UNCHANGED
10169,Vista Winds,,,UNCHANGED
10171,Vista Winds,,,UNCHANGED
10173,Vitality Assisted Living,,,UNCHANGED
10175,Viviana Home Care,,,UNCHANGED
10176,Watermark At Continental Ranch,,,UNCHANGED
10178,We Care Assisted Living,,,UNCHANGED
10179,We Care Recovery,,,UNCHANGED
10181,Welcome Home,,,UNCHANGED
10183,Welcome Home Residential Adult Care,,,UNCHANGED
10185,Well Heeled Homes 68Th By Majestic Residences,,,UNCHANGED
10186,Well Heeled On North 71St St,,,UNCHANGED
10187,Well Life Care Homes Feather,,,UNCHANGED
10189,Wellheeled Homes At Sweetwater By Majestic Residences,,,UNCHANGED
